id,long,lat,ECO_CODE,WWF_MHTNUM,C:wdist3,C:wdist4,C:wdist5,C:wdist6,C:wdist7,C:wdist8,C:ones3,C:ones4,C:ones5,C:ones6,C:ones7,C:ones8,C:sizes3,C:sizes4,C:sizes5,C:sizes6,C:sizes7,C:sizes8
enabled_col,0,0,F,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
172388,97.2116,18.58397,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172389,97.6854,18.58397,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172390,98.1593,18.58397,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172391,98.6332,18.58397,IM0119,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
172392,99.107,18.58397,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172393,99.5809,18.58397,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172394,100.0548,18.58397,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172395,100.5286,18.58397,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172396,101.0025,18.58397,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
172397,101.4764,18.58397,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172398,101.9502,18.58397,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
172399,102.4241,18.58397,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172400,102.898,18.58397,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
172401,103.3718,18.58397,IM0121,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
172402,103.8457,18.58397,IM0136,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
172403,104.3196,18.58397,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
172404,104.7934,18.58397,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
172405,105.2673,18.58397,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
172406,105.7412,18.58397,IM0141,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
172413,109.0582,18.58397,IM0169,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
172414,109.5321,18.58397,IM0169,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
172415,110.0059,18.58397,IM0149,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173099,73.3322,18.13481,IM0134,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173100,73.8048,18.13481,IM0207,E:dc2,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
173101,74.2775,18.13481,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173102,74.7501,18.13481,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173103,75.2227,18.13481,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173104,75.6954,18.13481,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173105,76.168,18.13481,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173106,76.6406,18.13481,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173107,77.1133,18.13481,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S6
173108,77.5859,18.13481,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173109,78.0586,18.13481,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173110,78.5312,18.13481,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173111,79.0038,18.13481,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173112,79.4765,18.13481,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173113,79.9491,18.13481,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173114,80.4217,18.13481,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173115,80.8944,18.13481,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173116,81.367,18.13481,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173117,81.8396,18.13481,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173118,82.3123,18.13481,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173119,82.7849,18.13481,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173120,83.2575,18.13481,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173121,83.7302,18.13481,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173144,94.6008,18.13481,IM0131,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173145,95.0734,18.13481,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173146,95.546,18.13481,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
173147,96.0187,18.13481,IM0117,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173148,96.4913,18.13481,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173149,96.9639,18.13481,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173150,97.4366,18.13481,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173151,97.9092,18.13481,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173152,98.3818,18.13481,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173153,98.8545,18.13481,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173154,99.3271,18.13481,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173155,99.7997,18.13481,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173156,100.2724,18.13481,IM0139,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173157,100.745,18.13481,IM0139,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173158,101.2177,18.13481,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173159,101.6903,18.13481,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173160,102.1629,18.13481,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173161,102.6356,18.13481,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173162,103.1082,18.13481,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173163,103.5808,18.13481,IM0138,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S1,S1,S2,S2,S2,S2
173164,104.0535,18.13481,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173165,104.5261,18.13481,IM0136,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173166,104.9987,18.13481,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173167,105.4714,18.13481,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173168,105.944,18.13481,IM0141,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173862,73.1626,17.68565,IM0124,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173863,73.6341,17.68565,IM0135,E:eb1,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
173864,74.1055,17.68565,IM1301,E:ca13,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
173865,74.5769,17.68565,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173866,75.0484,17.68565,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173867,75.5198,17.68565,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173868,75.9913,17.68565,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173869,76.4627,17.68565,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173870,76.9341,17.68565,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173871,77.4056,17.68565,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173872,77.877,17.68565,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173873,78.3484,17.68565,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S6
173874,78.8199,17.68565,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173875,79.2913,17.68565,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173876,79.7628,17.68565,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173877,80.2342,17.68565,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173878,80.7056,17.68565,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173879,81.1771,17.68565,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
173880,81.6485,17.68565,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173881,82.12,17.68565,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173882,82.5914,17.68565,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173883,83.0628,17.68565,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173908,94.8488,17.68565,IM0131,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173909,95.3202,17.68565,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173910,95.7917,17.68565,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173911,96.2631,17.68565,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173912,96.7346,17.68565,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
173913,97.206,17.68565,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173914,97.6774,17.68565,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173915,98.1489,17.68565,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173916,98.6203,17.68565,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173917,99.0918,17.68565,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173918,99.5632,17.68565,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173919,100.0346,17.68565,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173920,100.5061,17.68565,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173921,100.9775,17.68565,IM0121,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173922,101.4489,17.68565,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173923,101.9204,17.68565,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173924,102.3918,17.68565,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173925,102.8633,17.68565,IM0138,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
173926,103.3347,17.68565,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S1,S1,S2,S2,S2,S2
173927,103.8061,17.68565,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S1,S1,S2,S2,S2,S2
173928,104.2776,17.68565,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S1,S1,S2,S2,S2,S2
173929,104.749,17.68565,IM0136,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173930,105.2205,17.68565,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
173931,105.6919,17.68565,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
173932,106.1633,17.68565,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
174628,73.4797,17.2365,IM0134,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174629,73.95,17.2365,IM0207,E:dc2,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
174630,74.4202,17.2365,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
174631,74.8905,17.2365,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174632,75.3608,17.2365,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174633,75.8311,17.2365,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174634,76.3013,17.2365,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174635,76.7716,17.2365,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174636,77.2419,17.2365,IM1301,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174637,77.7122,17.2365,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174638,78.1825,17.2365,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174639,78.6527,17.2365,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174640,79.123,17.2365,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
174641,79.5933,17.2365,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174642,80.0636,17.2365,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174643,80.5338,17.2365,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174644,81.0041,17.2365,IM0111,E:eb1,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
174645,81.4744,17.2365,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174646,81.9447,17.2365,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174647,82.415,17.2365,IM0111,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174673,94.6422,17.2365,IM0132,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174674,95.1124,17.2365,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174675,95.5827,17.2365,IM0116,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174676,96.053,17.2365,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174677,96.5233,17.2365,IM0132,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174679,97.4638,17.2365,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174680,97.9341,17.2365,IM0117,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174681,98.4044,17.2365,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174682,98.8747,17.2365,IM0119,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174683,99.3449,17.2365,IM0139,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174684,99.8152,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
174685,100.2855,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
174686,100.7558,17.2365,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174687,101.2261,17.2365,IM0121,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174688,101.6963,17.2365,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174689,102.1666,17.2365,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174690,102.6369,17.2365,IM0138,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S1,S1,S2,S2,S2,S2
174691,103.1072,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
174692,103.5774,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
174693,104.0477,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
174694,104.518,17.2365,IM0202,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S3,S4,S5,S6,S7
174695,104.9883,17.2365,IM0202,E:dc2,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
174696,105.4586,17.2365,IM0136,E:eb1,S2,S2,S3,S4,S4,S4,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
174697,105.9288,17.2365,IM0136,E:eb1,S2,S2,S3,S4,S5,S5,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S5,S5
174698,106.3991,17.2365,IM0136,E:eb1,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S5,S5
175395,73.3416,16.78734,IM0124,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
175396,73.8107,16.78734,IM0135,E:eb1,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
175397,74.2799,16.78734,IM0207,E:dc2,S2,S2,S3,S4,S4,S4,S2,S3,S4,S5,S6,S7,S2,S2,S3,S4,S4,S4
175398,74.749,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175399,75.2182,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175400,75.6873,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175401,76.1565,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175402,76.6256,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175403,77.0948,16.78734,IM1301,E:ca13,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
175404,77.5639,16.78734,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175405,78.0331,16.78734,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175406,78.5022,16.78734,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S7
175407,78.9714,16.78734,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
175408,79.4405,16.78734,IM0201,E:dc2,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
175409,79.9097,16.78734,IM0201,E:dc2,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S2,S3,S4,S5,S6,S6
