ID,MEAN_HYP,MEAN_LOP,MEAN_HOD,MEAN_AL,MEAN_OL,MEAN_SF,MEAN_OT,MEAN_CM,MEAN_OO,MEAN_ETH,MEAN_LOPT,NB_SPC
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F
139604,2.400,2.000,1.000,0.200,1.000,0.200,0.000,0.000,0.600,0.000,0.000,5
139605,2.400,2.000,1.000,0.200,1.000,0.200,0.000,0.000,0.600,0.000,0.000,5
139606,2.500,2.000,1.000,0.167,1.000,0.167,0.167,0.167,0.500,0.000,0.000,6
139607,2.500,2.000,1.000,0.167,1.000,0.167,0.167,0.167,0.500,0.000,0.000,6
139608,2.400,2.000,1.000,0.200,1.000,0.200,0.000,0.000,0.600,0.000,0.000,5
139609,2.500,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,4
139610,2.500,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,4
139611,2.333,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,3
139612,2.333,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,3
139614,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139615,2.000,1.600,1.000,0.400,0.800,0.000,0.000,0.000,0.400,0.200,0.000,5
139616,2.500,1.500,1.000,0.000,0.750,0.000,0.000,0.000,0.750,0.250,0.000,4
139617,2.500,1.500,1.000,0.000,0.750,0.000,0.000,0.000,0.750,0.250,0.000,4
139618,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,3
139619,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,3
139620,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,3
139624,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,3
139625,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
139626,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
139627,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
139628,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,5
139629,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
139630,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
139631,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139632,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139633,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139634,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139635,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
139636,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
139637,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139638,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139639,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
139640,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140218,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3
140219,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140220,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140221,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140222,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140223,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140224,2.571,2.000,1.000,0.143,1.000,0.143,0.143,0.143,0.571,0.000,0.000,7
140225,2.571,2.000,1.000,0.143,1.000,0.143,0.143,0.143,0.571,0.000,0.000,7
140226,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140227,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140228,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140229,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140230,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140231,2.500,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140232,2.333,2.000,1.000,0.333,1.000,0.167,0.000,0.000,0.500,0.000,0.000,6
140233,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,4
140234,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,4
140235,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,3
140236,2.000,1.600,1.000,0.400,0.800,0.000,0.000,0.000,0.400,0.200,0.000,5
140237,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140243,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,5
140244,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,5
140245,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140246,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140247,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140248,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140249,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140250,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140251,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140252,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140253,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140254,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140255,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140256,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140257,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140258,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140259,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140260,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140838,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3
140839,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140840,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140841,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140842,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140843,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
140844,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140845,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140846,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140847,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140848,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
140849,2.500,2.000,1.000,0.167,1.000,0.167,0.167,0.167,0.500,0.000,0.000,6
140850,2.286,2.000,1.000,0.286,1.000,0.143,0.143,0.143,0.429,0.000,0.000,7
140851,2.286,2.000,1.000,0.286,1.000,0.143,0.143,0.143,0.429,0.000,0.000,7
140852,2.286,2.000,1.000,0.286,1.000,0.143,0.143,0.143,0.429,0.000,0.000,7
140853,2.375,2.000,1.000,0.250,1.000,0.125,0.125,0.125,0.500,0.000,0.000,8
140854,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
140855,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
140856,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
140857,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
140858,2.333,2.000,1.000,0.333,1.000,0.167,0.000,0.000,0.500,0.000,0.000,6
140859,2.200,2.000,1.000,0.400,1.000,0.200,0.000,0.000,0.400,0.000,0.000,5
140860,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,3
140861,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,3
140862,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140863,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140866,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140867,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,5
140868,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,5
140869,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
140870,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140871,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140872,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140873,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
140877,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140878,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
140879,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140880,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140881,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
140882,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141465,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141466,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
141467,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
141468,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
141469,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
141470,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
141471,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141472,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141473,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141474,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141475,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141476,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
141477,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
141478,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
141479,2.286,2.000,1.000,0.286,1.000,0.143,0.143,0.143,0.429,0.000,0.000,7
141480,2.286,2.000,1.000,0.286,1.000,0.143,0.143,0.143,0.429,0.000,0.000,7
141481,2.250,2.000,1.000,0.375,1.000,0.125,0.125,0.125,0.375,0.000,0.000,8
141482,2.250,2.000,1.000,0.375,1.000,0.125,0.125,0.125,0.375,0.000,0.000,8
141483,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
141484,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
141485,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
141486,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
141487,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
141488,2.200,2.000,1.000,0.400,1.000,0.200,0.000,0.000,0.400,0.000,0.000,5
141489,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,4
141490,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,3
141491,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141492,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141493,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141494,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
141495,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
141496,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
141497,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
141498,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
141499,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
141505,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
141506,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141507,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141508,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141509,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
141510,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
142096,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142097,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142098,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142099,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142100,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142101,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142102,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142103,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142104,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142105,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142106,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142107,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142108,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142109,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
142110,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
142111,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
142112,2.500,2.000,1.000,0.333,1.000,0.000,0.167,0.167,0.500,0.000,0.000,6
142113,2.250,2.000,1.000,0.375,1.000,0.125,0.125,0.125,0.375,0.000,0.000,8
142114,2.250,2.000,1.000,0.375,1.000,0.125,0.125,0.125,0.375,0.000,0.000,8
142115,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142116,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142117,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142118,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142119,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
142120,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
142121,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,4
142122,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,3
142123,1.750,2.000,1.000,0.750,1.000,0.000,0.000,0.000,0.250,0.000,0.000,4
142124,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,5
142125,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,5
142126,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,6
142127,2.000,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,4
142128,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
142129,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
142137,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142138,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142139,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142140,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142141,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
142142,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
142711,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142712,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3
142713,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3
142730,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,4
142731,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142732,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142733,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142734,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142735,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142736,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142737,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142738,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142739,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142740,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
142741,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142742,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142743,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142744,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142745,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
142746,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
142747,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
142748,2.500,2.000,1.000,0.333,1.000,0.000,0.167,0.167,0.500,0.000,0.000,6
142749,2.286,2.000,1.000,0.429,1.000,0.000,0.143,0.143,0.429,0.000,0.000,7
142750,2.250,2.000,1.000,0.375,1.000,0.125,0.125,0.125,0.375,0.000,0.000,8
142751,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142752,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142753,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
142754,2.375,2.000,1.000,0.375,1.000,0.000,0.125,0.125,0.500,0.000,0.000,8
142755,2.375,2.000,1.000,0.375,1.000,0.000,0.125,0.125,0.500,0.000,0.000,8
142756,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
142757,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
142758,2.167,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,6
142759,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,5
142760,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,5
142761,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,6
142762,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,6
142763,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,6
142764,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
142772,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
142773,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142774,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142775,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142776,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
142777,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
142778,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
143349,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3
143350,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3
143351,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143352,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143353,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143354,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
143355,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3
143368,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3
143369,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
143370,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143371,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143372,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143373,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143374,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143375,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143376,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143377,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143378,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143379,3.000,2.000,1.000,0.000,1.000,0.000,0.167,0.167,0.833,0.000,0.000,6
143380,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143381,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143382,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
143383,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
143384,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
143385,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,4
143386,2.600,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
143387,2.500,2.000,1.000,0.333,1.000,0.000,0.167,0.167,0.500,0.000,0.000,6
143388,2.500,2.000,1.000,0.333,1.000,0.000,0.167,0.167,0.500,0.000,0.000,6
143389,2.375,2.000,1.000,0.375,1.000,0.000,0.125,0.125,0.500,0.000,0.000,8
143390,2.375,2.000,1.000,0.375,1.000,0.000,0.125,0.125,0.500,0.000,0.000,8
143391,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
143392,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
143393,2.333,2.000,1.000,0.333,1.000,0.111,0.111,0.111,0.444,0.000,0.000,9
143394,2.286,2.000,1.000,0.429,1.000,0.000,0.143,0.143,0.429,0.000,0.000,7
143395,2.286,2.000,1.000,0.429,1.000,0.000,0.143,0.143,0.429,0.000,0.000,7
143396,2.286,2.000,1.000,0.429,1.000,0.000,0.000,0.000,0.571,0.000,0.000,7
143397,2.286,2.000,1.000,0.429,1.000,0.000,0.000,0.000,0.571,0.000,0.000,7
143398,2.286,2.000,1.000,0.429,1.000,0.000,0.000,0.000,0.571,0.000,0.000,7
143399,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,5
143400,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,5
143401,2.000,2.000,1.000,0.600,1.000,0.000,0.000,0.000,0.400,0.000,0.000,5
143402,1.833,1.667,1.000,0.500,0.833,0.000,0.000,0.000,0.333,0.167,0.000,6
143403,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,5
143404,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,3
143412,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
