ID,MEAN_HYP,MEAN_LOP,MEAN_HOD,MEAN_AL,MEAN_OL,MEAN_SF,MEAN_OT,MEAN_CM,MEAN_OO,MEAN_ETH,MEAN_LOPT,NB_SPC
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F
150699,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
150700,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
150701,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
150707,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
150708,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
150709,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
150711,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151299,1.750,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,4
151300,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
151301,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
151309,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,3
151310,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.000,0.000,4
151311,2.125,1.500,1.000,0.125,0.750,0.250,0.000,0.000,0.375,0.000,0.000,8
151312,2.200,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.000,0.000,5
151313,2.286,1.714,1.000,0.286,0.857,0.000,0.000,0.000,0.571,0.000,0.000,7
151314,2.667,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,3
151315,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
151316,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
151317,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151318,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151319,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151320,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151321,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151322,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151323,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151324,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151325,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151326,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151327,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151328,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151329,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151330,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151331,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151332,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151333,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151334,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151335,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151336,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151337,3.000,2.000,1.000,0.000,1.000,0.000,0.200,0.200,0.800,0.000,0.000,5
151338,2.667,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
151339,2.600,2.000,1.000,0.200,1.000,0.000,0.000,0.000,0.800,0.000,0.000,5
151340,2.600,2.000,1.000,0.200,1.000,0.000,0.000,0.000,0.800,0.000,0.000,5
151341,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,5
151342,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,5
151343,2.333,2.000,1.000,0.333,1.000,0.167,0.000,0.000,0.500,0.000,0.000,6
151344,2.143,1.714,1.000,0.286,0.857,0.143,0.000,0.000,0.429,0.000,0.000,7
151345,2.250,1.750,1.000,0.250,0.875,0.125,0.000,0.000,0.500,0.000,0.000,8
151346,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
151347,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
151348,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
151349,2.250,1.750,1.000,0.250,0.875,0.125,0.000,0.000,0.500,0.000,0.000,8
151350,2.154,1.538,1.000,0.154,0.769,0.154,0.000,0.000,0.462,0.077,0.000,13
151351,2.071,1.571,1.000,0.214,0.786,0.143,0.000,0.000,0.429,0.071,0.000,14
151352,2.071,1.571,1.000,0.214,0.786,0.143,0.000,0.000,0.429,0.071,0.000,14
151353,1.917,1.500,1.000,0.250,0.750,0.167,0.000,0.000,0.333,0.083,0.000,12
151354,1.929,1.571,1.000,0.286,0.786,0.143,0.000,0.000,0.357,0.071,0.000,14
151355,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
151356,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
151357,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
151358,1.733,1.467,1.000,0.400,0.733,0.133,0.000,0.000,0.267,0.067,0.000,15
151359,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
151360,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
151361,1.857,1.429,1.000,0.357,0.714,0.071,0.000,0.000,0.357,0.071,0.000,14
151362,1.615,1.385,1.000,0.462,0.692,0.077,0.000,0.000,0.231,0.077,0.000,13
151363,1.444,1.111,1.000,0.444,0.556,0.000,0.000,0.000,0.222,0.111,0.000,9
151364,1.000,0.857,1.000,0.571,0.429,0.000,0.000,0.000,0.000,0.143,0.000,7
151365,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
151366,1.286,1.143,1.000,0.429,0.571,0.000,0.000,0.000,0.143,0.143,0.000,7
151367,1.500,1.250,1.000,0.500,0.625,0.000,0.000,0.000,0.250,0.125,0.000,8
151368,1.500,1.250,1.000,0.500,0.625,0.000,0.000,0.000,0.250,0.125,0.000,8
151369,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151370,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151371,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151372,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151373,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151374,1.444,1.333,1.000,0.556,0.667,0.000,0.000,0.000,0.222,0.111,0.000,9
151375,1.286,1.429,1.000,0.571,0.714,0.000,0.000,0.000,0.143,0.143,0.000,7
151376,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
151377,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
151378,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
151379,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
151380,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
151381,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
151382,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
151383,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
151384,1.500,1.000,1.000,0.250,0.500,0.000,0.000,0.000,0.250,0.250,0.000,4
151385,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
151389,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151390,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151391,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151392,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151393,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151394,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
151984,1.750,1.000,1.000,0.000,0.500,0.250,0.000,0.000,0.250,0.250,0.000,4
151985,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
151986,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
151987,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
151992,1.667,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
151993,1.667,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
151994,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,3
151995,2.000,1.333,1.000,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,3
151996,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.000,0.000,4
151997,1.833,1.333,1.000,0.167,0.667,0.333,0.000,0.000,0.167,0.000,0.000,6
151998,2.000,1.429,1.000,0.143,0.714,0.143,0.000,0.000,0.429,0.000,0.000,7
151999,1.667,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,3
152000,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.000,0.000,3
152001,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152002,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152003,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152004,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152005,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152006,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152007,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152008,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152009,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152010,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152011,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152012,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152013,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152014,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152015,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152016,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152017,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152018,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152019,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152020,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152021,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152022,2.571,2.000,1.000,0.286,1.000,0.000,0.143,0.143,0.571,0.000,0.000,7
152023,2.667,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152024,2.600,2.000,1.000,0.200,1.000,0.000,0.000,0.000,0.800,0.000,0.000,5
152025,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
152026,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,5
152027,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
152028,2.429,2.000,1.000,0.286,1.000,0.143,0.000,0.000,0.571,0.000,0.000,7
152029,2.143,1.714,1.000,0.286,0.857,0.143,0.000,0.000,0.429,0.000,0.000,7
152030,2.143,1.714,1.000,0.286,0.857,0.143,0.000,0.000,0.429,0.000,0.000,7
152031,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152032,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152033,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152034,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152035,2.091,1.455,1.000,0.182,0.727,0.091,0.000,0.000,0.455,0.091,0.000,11
152036,2.133,1.600,1.000,0.200,0.800,0.133,0.000,0.000,0.467,0.067,0.000,15
152037,2.133,1.600,1.000,0.200,0.800,0.133,0.000,0.000,0.467,0.067,0.000,15
152038,2.071,1.571,1.000,0.214,0.786,0.143,0.000,0.000,0.429,0.071,0.000,14
152039,1.929,1.571,1.000,0.286,0.786,0.143,0.000,0.000,0.357,0.071,0.000,14
152040,1.867,1.600,1.000,0.333,0.800,0.133,0.000,0.000,0.333,0.067,0.000,15
152041,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
152042,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
152043,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
152044,1.714,1.429,1.000,0.429,0.714,0.071,0.000,0.000,0.286,0.071,0.000,14
152045,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
152046,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
152047,1.300,1.200,1.000,0.500,0.600,0.100,0.000,0.000,0.100,0.100,0.000,10
152048,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
152049,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
152050,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
152051,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
152052,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.167,0.000,6
152053,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152054,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152055,1.286,1.429,1.000,0.571,0.714,0.000,0.000,0.000,0.143,0.143,0.000,7
152056,1.286,1.429,1.000,0.571,0.714,0.000,0.000,0.000,0.143,0.143,0.000,7
152057,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152058,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152059,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152060,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152061,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.167,0.000,6
152062,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152063,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152064,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152065,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152066,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152067,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
152068,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
152069,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152070,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152071,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152072,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
152074,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152075,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152076,1.000,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,4
152077,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152078,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152079,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152080,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152671,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
152672,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
152673,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
152674,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
152675,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
152679,1.667,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
152680,1.667,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
152681,1.667,0.667,1.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.000,3
152682,1.750,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
152683,1.750,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
152684,1.750,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.250,0.000,4
152685,2.000,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.000,0.000,5
152686,2.125,1.500,1.000,0.125,0.750,0.250,0.000,0.000,0.375,0.000,0.000,8
152687,2.000,1.429,1.000,0.143,0.714,0.143,0.000,0.000,0.429,0.000,0.000,7
152688,2.167,1.667,1.000,0.167,0.833,0.167,0.000,0.000,0.500,0.000,0.000,6
152689,2.333,1.667,1.000,0.167,0.833,0.000,0.000,0.000,0.667,0.000,0.000,6
152690,2.500,1.500,1.000,0.000,0.750,0.000,0.250,0.250,0.500,0.000,0.000,4
152691,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152692,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152693,2.750,2.000,1.000,0.250,1.000,0.000,0.250,0.250,0.500,0.000,0.000,4
152694,2.800,2.000,1.000,0.200,1.000,0.000,0.200,0.200,0.600,0.000,0.000,5
152695,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152696,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152697,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152698,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152699,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152700,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152701,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152702,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152703,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152704,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152705,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152706,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152707,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152708,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152709,2.833,2.000,1.000,0.167,1.000,0.000,0.167,0.167,0.667,0.000,0.000,6
152710,2.571,2.000,1.000,0.286,1.000,0.000,0.143,0.143,0.571,0.000,0.000,7
152711,2.571,2.000,1.000,0.286,1.000,0.000,0.143,0.143,0.571,0.000,0.000,7
152712,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
152713,2.500,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,6
152714,2.167,1.667,1.000,0.333,0.833,0.000,0.000,0.000,0.500,0.000,0.000,6
152715,2.167,1.667,1.000,0.333,0.833,0.000,0.000,0.000,0.500,0.000,0.000,6
152716,2.286,1.714,1.000,0.286,0.857,0.000,0.000,0.000,0.571,0.000,0.000,7
152717,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152718,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152719,2.200,1.600,1.000,0.200,0.800,0.100,0.000,0.000,0.500,0.000,0.000,10
152720,2.200,1.600,1.000,0.200,0.800,0.100,0.000,0.000,0.500,0.000,0.000,10
152721,2.200,1.600,1.000,0.200,0.800,0.100,0.000,0.000,0.500,0.000,0.000,10
152722,2.111,1.556,1.000,0.222,0.778,0.111,0.000,0.000,0.444,0.000,0.000,9
152723,2.125,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.000,0.000,8
152724,2.000,1.333,1.000,0.167,0.667,0.083,0.000,0.000,0.417,0.083,0.000,12
152725,2.133,1.600,1.000,0.200,0.800,0.133,0.000,0.000,0.467,0.067,0.000,15
152726,2.071,1.571,1.000,0.214,0.786,0.143,0.000,0.000,0.429,0.071,0.000,14
152727,2.071,1.571,1.000,0.214,0.786,0.143,0.000,0.000,0.429,0.071,0.000,14
152728,1.867,1.600,1.000,0.333,0.800,0.133,0.000,0.000,0.333,0.067,0.000,15
152729,1.867,1.600,1.000,0.333,0.800,0.133,0.000,0.000,0.333,0.067,0.000,15
152730,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
152731,1.786,1.571,1.000,0.357,0.786,0.143,0.000,0.000,0.286,0.071,0.000,14
152732,1.733,1.467,1.000,0.400,0.733,0.133,0.000,0.000,0.267,0.067,0.000,15
152733,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
152734,1.800,1.467,1.000,0.400,0.733,0.067,0.000,0.000,0.333,0.067,0.000,15
152735,1.333,1.111,1.000,0.444,0.556,0.111,0.000,0.000,0.111,0.111,0.000,9
152736,1.375,1.000,1.000,0.375,0.500,0.125,0.000,0.000,0.125,0.125,0.000,8
152737,1.167,1.000,1.000,0.333,0.500,0.167,0.000,0.000,0.000,0.167,0.000,6
152738,1.167,1.000,1.000,0.333,0.500,0.167,0.000,0.000,0.000,0.167,0.000,6
152739,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
152740,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
152741,1.000,0.800,1.000,0.400,0.400,0.000,0.000,0.000,0.000,0.200,0.000,5
152742,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152743,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152744,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.167,0.000,6
152745,1.286,1.429,1.000,0.571,0.714,0.000,0.000,0.000,0.143,0.143,0.000,7
152746,1.286,1.429,1.000,0.571,0.714,0.000,0.000,0.000,0.143,0.143,0.000,7
152747,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152748,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152749,1.500,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.125,0.000,8
152750,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.167,0.000,6
152751,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152752,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152753,1.000,1.200,1.000,0.600,0.600,0.000,0.000,0.000,0.000,0.200,0.000,5
152754,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152755,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152756,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152757,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152758,1.000,0.667,1.000,0.333,0.333,0.000,0.000,0.000,0.000,0.333,0.000,3
152759,1.000,1.000,1.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.000,4
152760,1.000,0.500,1.000,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.000,4
152761,1.000,0.500,1.000,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.000,4
152762,1.333,1.000,1.000,0.333,0.500,0.000,0.000,0.000,0.167,0.167,0.000,6
152763,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,8
152764,1.500,1.250,1.000,0.250,0.625,0.000,0.000,0.000,0.375,0.125,0.000,8
152765,1.571,1.429,1.000,0.286,0.714,0.000,0.000,0.000,0.429,0.143,0.000,7
152766,1.000,1.200,1.000,0.400,0.600,0.000,0.000,0.000,0.200,0.200,0.000,5
152767,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
152768,1.000,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,3
153362,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
153363,1.667,0.667,1.000,0.000,0.333,0.000,0.000,0.000,0.333,0.333,0.000,3
